English name,species_code
Varzea Thrush,hauthr3
Clay-colored Thrush,clcrob
Unicolored Thrush,unithr1
Sulawesi Thrush,sulthr1
Black Thrush,blarob1
Sooty Thrush,soorob1
American Robin,amerob
Rufous-backed Robin,rubrob
Rufous-collared Robin,rucrob1
African Thrush,afrthr1
Grand Cayman Thrush,grcthr1
White-chinned Thrush,whcthr1
Red-legged Thrush,relthr1
Principe Thrush,prithr1
Sao Tome Thrush,satthr1
Taiwan Thrush,islthr24
La Selle Thrush,lasthr1
White-eyed Thrush,whethr1
Pale-eyed Thrush,paethr1
Austral Thrush,austhr1
Plumbeous-backed Thrush,plbthr2
Blacksmith Thrush,slathr3
Pantepui Thrush,bkbthr4
Tristan Thrush,trithr1
Creamy-bellied Thrush,crbthr1
Black-billed Thrush,blbthr1
Campina Thrush,bkbthr3
Marañon Thrush,marthr2
Chestnut-bellied Thrush,chbthr2
Black-hooded Thrush,blhthr1
Andean Slaty Thrush,slathr2
Great Thrush,grethr1
Glossy-black Thrush,glbthr1
Chiguanco Thrush,chithr1
Gray-winged Blackbird,gywbla1
Indian Blackbird,eurbla2
Tickell's Thrush,ticthr1
Black-breasted Thrush,blbthr2
Japanese Thrush,japthr1
Gray-backed Thrush,gybthr1
Pale Thrush,palthr1
Gray-sided Thrush,gysthr1
Eyebrowed Thrush,eyethr
Brown-headed Thrush,brhthr1
Izu Thrush,izuthr1
Mindoro Island-Thrush,islthr22
Luzon Island-Thrush,islthr36
Mindanao Island-Thrush,minist1
Christmas Island-Thrush,islthr9
Wallacean Island-Thrush,walist1
Sundaic Island-Thrush,sunist1
Moluccan Island-Thrush,molist1
Papuan Island-Thrush,papist1
Bismarck Island-Thrush,bisist1
Bougainville Island-Thrush,islthr48
Solomons Island-Thrush,solist1
Vanikoro Island-Thrush,vanist1
White-headed Island-Thrush,islthr28
New Caledonian Island-Thrush,islthr40
Tasman Sea Island-Thrush,norist1
Samoan Island-Thrush,islthr30
Fiji Island-Thrush,fijist1
Tibetan Blackbird,tibbla1
White-backed Thrush,whbthr2
Fieldfare,fieldf
White-collared Blackbird,whcbla1
Chestnut Thrush,chethr1
Ring Ouzel,rinouz1
Black-throated Thrush,datthr1
Red-throated Thrush,retthr1
Dusky Thrush,dusthr2
Naumann's Thrush,dusthr1
Gray-streaked Flycatcher,gysfly1
Dark-sided Flycatcher,dasfly
Ferruginous Flycatcher,ferfly1
Asian Brown Flycatcher,asbfly
Ashy-breasted Flycatcher,asbfly1
Sumba Brown Flycatcher,subfly2
Brown-breasted Flycatcher,brbfly2
Sulawesi Brown Flycatcher,subfly3
Brown-streaked Flycatcher,bnsfly1
African Dusky Flycatcher,afdfly1
Little Flycatcher,ligfly2
Yellow-footed Flycatcher,yeffly1
Spotted Flycatcher,spofly1
Gambaga Flycatcher,gamfly1
Swamp Flycatcher,swafly3
Cassin's Flycatcher,casfly1
Böhm's Flycatcher,boefly1
Ussher's Flycatcher,ussfly1
Sooty Flycatcher,soofly1
Dusky-blue Flycatcher,dubfly2
Marico Flycatcher,marfly1
African Gray Flycatcher,afgfly1
Pale Flycatcher,palfly2
Chat Flycatcher,chafly2
White-browed Forest-Flycatcher,wbffly1
African Forest-Flycatcher,afffly1
Gray-throated Tit-Flycatcher,gyttif1
Gray Tit-Flycatcher,grytif1
Olivaceous Flycatcher,olifly1
Chapin's Flycatcher,chafly1
Tessmann's Flycatcher,tesfly1
Ashy Flycatcher,ashfly1
Herero Chat,hercha1
Silverbird,silver1
Fiscal Flycatcher,fisfly1
Yellow-eyed Black-Flycatcher,yebfly2
Nimba Flycatcher,nimfly1
Northern Black-Flycatcher,nobfly1
Southern Black-Flycatcher,sobfly1
White-eyed Slaty-Flycatcher,wheslf1
Angola Slaty-Flycatcher,angslf1
Abyssinian Slaty-Flycatcher,abyslf1
Grande Comore Flycatcher,grcfly3
White-tailed Alethe,ficale3
Fire-crested Alethe,ficale2
Karoo Scrub-Robin,kasrob2
Forest Scrub-Robin,fosrob1
Brown Scrub-Robin,brsrob1
Bearded Scrub-Robin,besrob1
Miombo Scrub-Robin,misrob1
Black Scrub-Robin,blsrob1
Rufous-tailed Scrub-Robin,rutscr1
Kalahari Scrub-Robin,kasrob1
Brown-backed Scrub-Robin,bbsrob1
White-browed Scrub-Robin,rbsrob1
Indian Robin,indrob1
Oriental Magpie-Robin,magrob
Rufous-tailed Shama,rutsha2
Madagascar Magpie-Robin,mamrob1
Seychelles Magpie-Robin,semrob1
Philippine Magpie-Robin,phimar1
White-rumped Shama,whrsha
Sri Lankan Shama,whrsha5
White-crowned Shama,whrsha16
Maratua Shama,whrsha17
Kangean Shama,whrsha11
Andaman Shama,andsha1
Larwo Shama,larsha1
White-browed Shama,whbsha1
Visayan Shama,vissha1
White-vented Shama,whvsha1
Black Shama,blasha1
White-tailed Flycatcher,whtfly2
Nilgiri Sholakili,whbsho1
White-bellied Sholakili,whbsho3
Large Niltava,larnil1
Small Niltava,smanil1
Fujian Niltava,fujnil1
Rufous-bellied Niltava,rubnil1
Rufous-vented Niltava,ruvnil1
Chinese Vivid Niltava,vivnil2
Taiwan Vivid Niltava,vivnil3
Blue-and-white Flycatcher,bawfly2
Zappey's Flycatcher,zapfly1
Matinan Flycatcher,matfly2
Blue-fronted Flycatcher,blffly1
Timor Blue Flycatcher,tibfly2
Flores Jungle Flycatcher,flojuf2
Sumba Jungle Flycatcher,flojuf1
Dull-blue Flycatcher,dubfly3
Nilgiri Flycatcher,nilfly2
Indigo Flycatcher,indfly1
Verditer Flycatcher,verfly4
Buru Jungle Flycatcher,burjuf1
Turquoise Flycatcher,islfly1
White-gorgeted Flycatcher,whgfly1
Rufous-browed Flycatcher,rubfly3
Rück's Blue Flycatcher,rubfly1
Blue-breasted Blue Flycatcher,bubfly1
Rufous-breasted Blue Flycatcher,bubfly2
Hainan Blue Flycatcher,habfly1
White-bellied Blue Flycatcher,wbbfly1
Pale-chinned Flycatcher,pacblf1
Pale Blue Flycatcher,pabfly2
Blue-throated Flycatcher,butfly1
Chinese Blue Flycatcher,butfly2
Large Blue Flycatcher,larblf1
Hill Blue Flycatcher,hibfly1
Javan Blue Flycatcher,hibfly3
Dayak Blue Flycatcher,hibfly4
Meratus Blue Flycatcher,merjuf1
Sunda Blue Flycatcher,lobblf1
Malaysian Blue Flycatcher,mabfly1
Palawan Blue Flycatcher,pabfly1
Bornean Blue Flycatcher,bobfly2
Tickell's Blue Flycatcher,tibfly3
Indochinese Blue Flycatcher,tibfly4
Mangrove Blue Flycatcher,mabfly2
Sulawesi Blue Flycatcher,subfly1
Kalao Blue Flycatcher,subfly5
Brown-chested Jungle Flycatcher,bncjuf1
Nicobar Jungle Flycatcher,nicjuf1
Gray-chested Jungle Flycatcher,gycjuf1
Fulvous-chested Jungle Flycatcher,fucjuf1
Philippine Jungle Flycatcher,chtjuf2
Sulu Jungle Flycatcher,chtjuf3
Crocker Jungle Flycatcher,chtjuf4
Banggai Jungle Flycatcher,banjuf1
Sula Jungle Flycatcher,suljuf1
White-bellied Robin-Chat,wbrcha1
Mountain Robin-Chat,morcha1
Archer's Robin-Chat,arrcha1
Olive-flanked Robin-Chat,ofrcha1
Cape Robin-Chat,carcha1
White-throated Robin-Chat,wtrcha1
Blue-shouldered Robin-Chat,bsrcha1
Rüppell's Robin-Chat,rurcha1
White-browed Robin-Chat,wbrcha2
Red-capped Robin-Chat,rcrcha1
Chorister Robin-Chat,chrcha1
White-headed Robin-Chat,whrcha1
Snowy-crowned Robin-Chat,scrcha1
White-crowned Robin-Chat,wcrcha1
Angola Cave-Chat,anccha1
Collared Palm-Thrush,copthr1
Rufous-tailed Palm-Thrush,rtpthr1
Spotted Morning-Thrush,spmthr1
European Robin,eurrob1
White-starred Robin,whsrob1
Swynnerton's Robin,swyrob1
Brown-chested Alethe,brcale1
Red-throated Alethe,retale1
Thyolo Alethe,choale1
White-chested Alethe,whcale1
Olive-backed Forest Robin,forrob6
Orange-breasted Forest Robin,obfrob1
Yellow-breasted Forest Robin,forrob4
Gray-winged Robin-Chat,gywroc1
Short-tailed Akalat,shtaka2
Bocage's Akalat,bocaka11
Lowland Akalat,lowaka1
Equatorial Akalat,equaka1
Sharpe's Akalat,shaaka1
East Coast Akalat,eacaka1
Gabela Akalat,gabaka1
Usambara Akalat,usaaka1
Iringa Akalat,iriaka1
Rubeho Akalat,rubaka1
Bagobo Robin,bagbab2
Eyebrowed Jungle Flycatcher,eyjfly1
Rusty-flanked Jungle Flycatcher,rufjuf1
Negros Jungle Flycatcher,negjuf1
Mindanao Jungle Flycatcher,minjuf1
Great Shortwing,gresho1
Rusty-bellied Shortwing,rubsho1
Lesser Shortwing,lessho1
Himalayan Shortwing,whbsho4
Chinese Shortwing,whbsho5
Taiwan Shortwing,whbsho6
Philippine Shortwing,whbsho7
Bornean Shortwing,whbsho8
Sumatran Shortwing,whbsho9
Javan Shortwing,whbsho10
Flores Shortwing,whbsho11
Gould's Shortwing,gousho1
Rufous-tailed Robin,rutrob1
Rufous-headed Robin,ruhrob1
Japanese Robin,japrob2
Izu Robin,japrob3
Ryukyu Robin,ryurob2
Okinawa Robin,ryurob3
Indian Blue Robin,inbrob1
Siberian Blue Robin,sibrob
White-throated Robin,whtrob3
Thrush Nightingale,thrnig1
Common Nightingale,comnig1
White-bellied Redstart,whbred1
Bluethroat,blueth
Sri Lanka Whistling-Thrush,ceywht1
Shiny Whistling-Thrush,shwthr1
Javan Whistling-Thrush,javwht1
Sumatran Whistling-Thrush,chwwht1
Bornean Whistling-Thrush,borwht1
Malayan Whistling-Thrush,mawthr2
Malabar Whistling-Thrush,mawthr1
Taiwan Whistling-Thrush,fowthr1
Blue Whistling-Thrush,blwthr1
Little Forktail,litfor1
White-crowned Forktail,whcfor1
Bornean Forktail,whcfor3
Spotted Forktail,spofor1
Sunda Forktail,sunfor1
Chestnut-naped Forktail,chnfor1
Black-backed Forktail,blbfor1
Slaty-backed Forktail,slbfor1
Firethroat,fireth1
Blackthroat,btbrob1
Siberian Rubythroat,sibrub
Himalayan Rubythroat,himrub1
Chinese Rubythroat,chirub1
White-tailed Robin,whtrob2
Sumatran Robin,sunrob2
Javan Robin,sunrob3
Blue-fronted Robin,blfrob1
Red-flanked Bluetail,refblu1
Qilian Bluetail,refblu2
Himalayan Bluetail,himblu1
Rufous-breasted Bush-Robin,rbbrob1
White-browed Bush-Robin,wbbrob1
Taiwan Bush-Robin,whbbur3
Golden Bush-Robin,gobrob1
Collared Bush-Robin,cobrob1
Yellow-rumped Flycatcher,korfly1
Green-backed Flycatcher,narfly1
Narcissus Flycatcher,narfly2
Ryukyu Flycatcher,narfly3
Mugimaki Flycatcher,mugfly
Slaty-backed Flycatcher,slbfly1
Black-and-orange Flycatcher,barfly1
Slaty-blue Flycatcher,slbfly2
Snowy-browed Flycatcher,snbfly1
Pygmy Flycatcher,pybfly1
Rufous-gorgeted Flycatcher,rugfly1
Sapphire Flycatcher,sapfly1
Little Pied Flycatcher,lipfly1
Ultramarine Flycatcher,ultfly1
Rusty-tailed Flycatcher,rutfly6
Taiga Flycatcher,taifly1
Kashmir Flycatcher,kasfly1
Red-breasted Flycatcher,rebfly
Semicollared Flycatcher,semfly1
European Pied Flycatcher,eupfly1
Atlas Flycatcher,atlfly1
Collared Flycatcher,colfly1
Tanimbar Flycatcher,rucfly3
Rufous-chested Flycatcher,rucfly1
Palawan Flycatcher,palfly1
Furtive Flycatcher,furfly1
Rufous-throated Flycatcher,rutfly5
Damar Flycatcher,damfly1
Cinnamon-chested Flycatcher,cicfly1
Lompobattang Flycatcher,lomfly1
Sumba Flycatcher,sumfly1
Black-banded Flycatcher,blbfly2
Little Slaty Flycatcher,lisfly1
Cryptic Flycatcher,rutfly7
Bundok Flycatcher,bunfly1
Blue-fronted Redstart,blfred1
Plumbeous Redstart,plured1
Luzon Redstart,luzred1
Rufous-backed Redstart,rubred2
White-capped Redstart,whcred1
Ala Shan Redstart,alsred1
Blue-capped Redstart,bucred1
Moussier's Redstart,moured1
Common Redstart,comred2
Hodgson's Redstart,hodred1
White-throated Redstart,whtred1
White-winged Redstart,whwred2
Black Redstart,blared1
Daurian Redstart,daured1
Little Rock-Thrush,lirthr1
Chestnut-bellied Rock-Thrush,cbrthr1
White-throated Rock-Thrush,wtrthr1
Blue-capped Rock-Thrush,bcrthr1
Short-toed Rock-Thrush,strthr1
Sentinel Rock-Thrush,serthr1
Littoral Rock-Thrush,litrot1
Amber Mountain Rock-Thrush,ammrot1
Forest Rock-Thrush,forrot2
Rufous-tailed Rock-Thrush,rtrthr1
Blue Rock-Thrush,burthr
Miombo Rock-Thrush,mirthr1
Cape Rock-Thrush,carthr1
White-winged Cliff-Chat,wwccha1
Whinchat,whinch1
White-browed Bushchat,whbbus4
White-throated Bushchat,whtbus1
Fuerteventura Stonechat,caisto1
European Stonechat,stonec4
Siberian Stonechat,sibsto1
Amur Stonechat,stonec7
African Stonechat,afrsto1
Reunion Stonechat,reusto1
White-tailed Stonechat,whtsto2
Pied Bushchat,piebus1
Jerdon's Bushchat,jerbus1
Gray Bushchat,grybus1
Timor Bushchat,timbus1
Buff-streaked Chat,busbus1
Sickle-winged Chat,siccha1
Karoo Chat,karcha1
Tractrac Chat,tracha1
Moorland Chat,moocha1
Mocking Cliff-Chat,moccha1
Sooty Chat,soocha1
Northern Anteater-Chat,noacha1
Southern Anteater-Chat,soacha1
Congo Moor Chat,conmoo1
Mountain Chat,mouwhe1
Rüppell's Chat,ruecha1
Arnot's Chat,whbcha2
Northern Wheatear,norwhe
Atlas Wheatear,norwhe3
Capped Wheatear,capwhe1
Buff-breasted Wheatear,rebwhe2
Rusty-breasted Wheatear,rebwhe3
Isabelline Wheatear,isawhe1
Heuglin's Wheatear,heuwhe1
Hooded Wheatear,hoowhe1
Desert Wheatear,deswhe1
Western Black-eared Wheatear,bkewhe1
Cyprus Wheatear,cypwhe1
Eastern Black-eared Wheatear,bkewhe2
Pied Wheatear,piewhe1
White-fronted Black-Chat,wfbcha1
Somali Wheatear,somwhe1
Red-rumped Wheatear,rerwhe1
Blackstart,blacks1
Familiar Chat,famcha1
Sombre Rock Chat,somcha1
Brown-tailed Chat,brtcha1
Brown Rock Chat,indcha1
Variable Wheatear,varwhe1
Black Wheatear,blawhe1
Hume's Wheatear,humwhe2
White-crowned Wheatear,whtwhe1
Arabian Wheatear,mouwhe5
Abyssinian Wheatear,mouwhe4
Finsch's Wheatear,finwhe1
Mourning Wheatear,mouwhe2
Kurdish Wheatear,retwhe3
Persian Wheatear,retwhe2
Bohemian Waxwing,bohwax
Cedar Waxwing,cedwax
Japanese Waxwing,japwax1
Kauai Oo,kauoo
Oahu Oo,oahoo
Bishop's Oo,bisoo
Hawaii Oo,hawoo
Kioea,kioea
Black-and-yellow Silky-flycatcher,bayfly1
Gray Silky-flycatcher,grsfly1
Long-tailed Silky-flycatcher,ltsfly1
Phainopepla,phaino
Palmchat,palmch1
Hylocitrea,olfwhi1
Hypocolius,hypoco1
Gurney's Sugarbird,gursug1
Cape Sugarbird,capsug1
Spot-throat,spothr1
Dapple-throat,dapthr1
Gray-chested Babbler,gycill1
Yellow-breasted Flowerpecker,yebflo2
Crimson-breasted Flowerpecker,crbflo1
Palawan Flowerpecker,palflo1
Yellow-rumped Flowerpecker,yerflo1
Scarlet-breasted Flowerpecker,scbflo2
Olive-backed Flowerpecker,olbflo1
Thick-billed Flowerpecker,thbflo1
Brown-backed Flowerpecker,brbflo1
Whiskered Flowerpecker,whiflo1
Yellow-vented Flowerpecker,yevflo1
Yellow-bellied Flowerpecker,yebflo1
White-throated Flowerpecker,whtflo1
Spectacled Flowerpecker,speflo1
Golden-rumped Flowerpecker,gorflo1
Yellow-sided Flowerpecker,yesflo1
Olive-capped Flowerpecker,olcflo1
Yellow-crowned Flowerpecker,flcflo2
Flame-crowned Flowerpecker,flcflo3
Bicolored Flowerpecker,bicflo1
Cebu Flowerpecker,cebflo1
Red-keeled Flowerpecker,resflo1
Black-belted Flowerpecker,rekflo1
Scarlet-collared Flowerpecker,sccflo1
Orange-bellied Flowerpecker,orbflo1
Buzzing Flowerpecker,whbflo1
Pale-billed Flowerpecker,pabflo1
Nilgiri Flowerpecker,plaflo1
Plain Flowerpecker,plaflo2
Andaman Flowerpecker,andflo1
Pygmy Flowerpecker,pygflo1
Crimson-crowned Flowerpecker,crcflo1
Halmahera Flowerpecker,flbflo3
Buru Flowerpecker,flbflo2
Ashy Flowerpecker,ashflo1
Olive-crowned Flowerpecker,olcflo2
Red-capped Flowerpecker,recflo1
Louisiade Flowerpecker,louflo1
Red-banded Flowerpecker,rebflo1
Midget Flowerpecker,midflo1
Mottled Flowerpecker,motflo1
Black-fronted Flowerpecker,blfflo1
Red-chested Flowerpecker,recflo2
Fire-breasted Flowerpecker,fibflo1
Cambodian Flowerpecker,fibflo3
Fire-throated Flowerpecker,fibflo4
Sumatran Flowerpecker,fibflo5
Black-sided Flowerpecker,blsflo1
Gray-sided Flowerpecker,gysflo1
Javan Flowerpecker,blbflo5
Flores Flowerpecker,blbflo6
Sumba Flowerpecker,blbflo3
Timor Flowerpecker,blbflo4
Pink-breasted Flowerpecker,pibflo1
Mistletoebird,mistle1
Scarlet-backed Flowerpecker,scbflo1
Scarlet-headed Flowerpecker,schflo1
Ruby-cheeked Sunbird,rucsun2
Fraser's Sunbird,sctsun2
Gray-headed Sunbird,gyhsun1
Plain-backed Sunbird,plbsun1
Anchieta's Sunbird,ancsun1
Plain Sunbird,plasun1
Brown-throated Sunbird,pltsun2
Gray-throated Sunbird,pltsun3
Red-throated Sunbird,retsun3
Mouse-brown Sunbird,mobsun1
Western Violet-backed Sunbird,wvbsun1
Eastern Violet-backed Sunbird,kvbsun1
Uluguru Violet-backed Sunbird,uvbsun1
Violet-tailed Sunbird,vitsun1
Little Green Sunbird,ligsun2
Yellow-chinned Sunbird,grnsun1
Gray-chinned Sunbird,grnsun2
Banded Sunbird,bansun1
Collared Sunbird,colsun2
Pygmy Sunbird,pygsun2
Nile Valley Sunbird,nivsun2
Amani Sunbird,amasun2
Reichenbach's Sunbird,reisun2
Principe Sunbird,prisun2
Newton's Sunbird,newsun2
Sao Tome Sunbird,satsun1
Orange-breasted Sunbird,orbsun2
Green-headed Sunbird,gnhsun1
Bannerman's Sunbird,bansun3
Blue-throated Brown Sunbird,btbsun2
Cameroon Sunbird,camsun2
Blue-headed Sunbird,buhsun1
Olive Sunbird,eaosun1
Mouse-colored Sunbird,mocsun2
Buff-throated Sunbird,butsun2
Carmelite Sunbird,carsun2
Green-throated Sunbird,gntsun1
Amethyst Sunbird,amesun2
Scarlet-chested Sunbird,sccsun2
Hunter's Sunbird,hunsun2
Socotra Sunbird,socsun2
Purple-rumped Sunbird,pursun3
Crimson-backed Sunbird,crbsun2
Van Hasselt's Sunbird,vahsun1
Purple-throated Sunbird,putsun3
Black Sunbird,blksun1
Copper-throated Sunbird,cotsun2
Bocage's Sunbird,bocsun2
Purple-breasted Sunbird,pubsun3
Tacazze Sunbird,tacsun1
Bronze Sunbird,brosun1
Malachite Sunbird,malsun1
Red-tufted Sunbird,retsun2
Golden-winged Sunbird,gowsun2
Olive-bellied Sunbird,olbsun3
Tiny Sunbird,tinsun2
Western Miombo Sunbird,miosun2
Eastern Miombo Sunbird,miosun3
Southern Double-collared Sunbird,sdcsun3
Neergaard's Sunbird,neesun2
Stuhlmann's Sunbird,stusun1
Prigogine's Sunbird,prisun3
Montane Double-collared Sunbird,mdcsun3
Northern Double-collared Sunbird,ndcsun2
Greater Double-collared Sunbird,gdcsun2
Regal Sunbird,regsun2
Rockefeller's Sunbird,rocsun2
Eastern Double-collared Sunbird,edcsun3
Usambara Double-collared Sunbird,edcsun4
Forest Double-collared Sunbird,edcsun1
Moreau's Sunbird,morsun2
Loveridge's Sunbird,lovsun3
Beautiful Sunbird,beasun2
Gorgeous Sunbird,beasun3
Marico Sunbird,marsun2
Shelley's Sunbird,shesun2
Congo Sunbird,consun2
Red-chested Sunbird,recsun2
Black-bellied Sunbird,bkbsun1
Purple-banded Sunbird,pubsun4
Tsavo Sunbird,tsasun1
Violet-breasted Sunbird,vibsun2
Pemba Sunbird,pemsun2
Orange-tufted Sunbird,ortsun3
Palestine Sunbird,palsun2
Abyssinian Sunbird,shisun3
Arabian Sunbird,shisun4
Splendid Sunbird,splsun2
Johanna's Sunbird,johsun2
Superb Sunbird,supsun2
Rufous-winged Sunbird,ruwsun2
Oustalet's Sunbird,oussun2
White-bellied Sunbird,whbsun2
Variable Sunbird,varsun2
Dusky Sunbird,dussun2
Ursula's Sunbird,urssun2
Bates's Sunbird,batsun2
Copper Sunbird,copsun2
Purple Sunbird,pursun4
Ornate Sunbird,olbsun4
Tukangbesi Sunbird,olbsun23
Sahul Sunbird,olbsun2
Garden Sunbird,olbsun31
Palawan Sunbird,olbsun6
South Moluccan Sunbird,olbsun1
Flores Sea Sunbird,olbsun8
Mamberamo Sunbird,olbsun9
Apricot-breasted Sunbird,apbsun2
Flame-breasted Sunbird,flbsun2
Souimanga Sunbird,sousun2
Malagasy Sunbird,madsun1
Seychelles Sunbird,seysun2
Humblot's Sunbird,humsun2
Anjouan Sunbird,anjsun2
Mayotte Sunbird,maysun2
Loten's Sunbird,lobsun2
Elegant Sunbird,elesun1
Fire-tailed Sunbird,fitsun1
Black-throated Sunbird,bltsun1
Mrs. Gould's Sunbird,gousun1
Green-tailed Sunbird,grtsun1
Lovely Sunbird,lovsun1
Temminck's Sunbird,temsun1
Javan Sunbird,scasun1
Vigors's Sunbird,wecsun1
Crimson Sunbird,eacsun1
Magnificent Sunbird,magsun1
Fork-tailed Sunbird,fotsun1
Handsome Sunbird,hansun1
White-flanked Sunbird,whfsun1
Flaming Sunbird,flasun1
Maroon-naped Sunbird,mansun1
Metallic-winged Sunbird,mewsun3
Lina's Sunbird,linsun1
Gray-hooded Sunbird,gyhsun2
Apo Sunbird,moasun1
Tboli Sunbird,tbosun1
Purple-naped Spiderhunter,punsun1
Thick-billed Spiderhunter,thbspi1
Long-billed Spiderhunter,lobspi1
Orange-tufted Spiderhunter,ortspi1
Pale Spiderhunter,palspi2
Little Spiderhunter,litspi1
Whitehead's Spiderhunter,whispi1
Naked-faced Spiderhunter,nafspi1
Yellow-eared Spiderhunter,yeespi1
Spectacled Spiderhunter,spespi2
Streaked Spiderhunter,strspi1
Streaky-breasted Spiderhunter,stbspi2
Gray-breasted Spiderhunter,gybspi2
Bornean Spiderhunter,borspi1
Asian Fairy-bluebird,asfblu1
Palawan Fairy-bluebird,asifab2
Philippine Fairy-bluebird,phifab1
Philippine Leafbird,philea1
Yellow-throated Leafbird,yetlea1
Greater Green Leafbird,grglea1
Lesser Green Leafbird,leglea1
Blue-winged Leafbird,blwlea1
Javan Leafbird,buwlea2
Bornean Leafbird,borlea1
Jerdon's Leafbird,jerlea1
Golden-fronted Leafbird,goflea1
Sumatran Leafbird,sumlea1
Orange-bellied Leafbird,orblea1
Blue-masked Leafbird,blmlea1
Olive Warbler,oliwar
Przevalski's Pinktail,przros1
White-billed Buffalo-Weaver,wbbwea1
Red-billed Buffalo-Weaver,rbbwea1
White-headed Buffalo-Weaver,whbwea1
Speckle-fronted Weaver,spfwea1
Scaly Weaver,scawea1
White-browed Sparrow-Weaver,wbswea1
Chestnut-crowned Sparrow-Weaver,ccswea1
Chestnut-backed Sparrow-Weaver,cbswea1
Donaldson Smith's Sparrow-Weaver,dsswea1
Rufous-tailed Weaver,rutwea1
Gray-capped Social-Weaver,gyhsow1
Black-capped Social-Weaver,bcswea1
Sociable Weaver,socwea1
Red-crowned Malimbe,recmal2
Black-throated Malimbe,bltmal1
Gola Malimbe,balmal2
Rachel's Malimbe,racmal1
Red-vented Malimbe,revmal1
Ibadan Malimbe,ibamal1
Red-bellied Malimbe,rebmal1
Blue-billed Malimbe,gramal1
Crested Malimbe,cremal1
Red-headed Malimbe,rehmal1
Red-headed Weaver,rehwea1
Red Weaver,rehwea3
Yellow-legged Weaver,yelwea2
Bertram's Weaver,berwea2
Baglafecht Weaver,bagwea1
Black-chinned Weaver,bkcwea1
Bannerman's Weaver,banwea1
Bates's Weaver,batwea1
Little Weaver,litwea1
Slender-billed Weaver,slbwea1
Loango Weaver,loawea1
Olive-naped Weaver,bknwea1
Black-necked Weaver,bknwea2
Spectacled Weaver,spewea1
Black-billed Weaver,blbwea1
Strange Weaver,strwea1
Cape Weaver,capwea1
Bocage's Weaver,bocwea1
African Golden-Weaver,afgwea1
Holub's Golden-Weaver,hogwea1
Orange Weaver,orawea1
Golden Palm Weaver,gopwea1
Taveta Golden-Weaver,tagwea1
Principe Golden-Weaver,prgwea1
Southern Brown-throated Weaver,sbtwea1
Northern Brown-throated Weaver,nbtwea1
Kilombero Weaver,kilwea1
Ruvu Weaver,ruvwea1
Northern Masked-Weaver,nomwea1
Lesser Masked-Weaver,lesmaw1
Southern Masked-Weaver,afmwea
Vitelline Masked-Weaver,vimwea1
Tanganyika Masked-Weaver,tanmaw1
Katanga Masked-Weaver,kamwea1
Lake Lufira Masked-Weaver,lalmaw1
Heuglin's Masked-Weaver,hemwea1
Rüppell's Weaver,ruewea1
Speke's Weaver,spewea2
Fox's Weaver,foxwea1
Chestnut-and-black Weaver,viewea2
Vieillot's Black Weaver,viewea3
Village Weaver,vilwea1
Giant Weaver,giawea1
Weyns's Weaver,weywea1
Kilifi Weaver,clawea1
Juba Weaver,salwea1
Black-headed Weaver,blhwea1
Golden-backed Weaver,gobwea1
Chestnut Weaver,chewea1
Cinnamon Weaver,cinwea1
Golden-naped Weaver,gonwea1
Yellow-mantled Weaver,yemwea1
Maxwell's Black Weaver,mabwea1
Dark-backed Weaver,forwea1
Brown-capped Weaver,brcwea1
Yellow-capped Weaver,yecwea1
Preuss's Weaver,prewea1
Olive-headed Weaver,olhwea1
Usambara Weaver,usawea1
Bar-winged Weaver,bawwea1
Sao Tome Weaver,satwea1
Nelicourvi Weaver,nelwea1
Sakalava Weaver,sakwea1
Streaked Weaver,strwea2
Baya Weaver,baywea1
Asian Golden Weaver,asgwea2
Finn's Weaver,yelwea1
Black-breasted Weaver,benwea1
Compact Weaver,comwea1
Cardinal Quelea,carque1
Red-headed Quelea,rehque1
Red-billed Quelea,rebque1
Bob-tailed Weaver,botwea1
Red Fody,redfod1
Aldabra Fody,rehfod3
Red-headed Fody,rehfod1
Forest Fody,forfod1
Reunion Fody,reufod1
Mauritius Fody,maufod1
Seychelles Fody,seyfod1
Rodrigues Fody,rodfod1
Northern Red Bishop,orabis1
Southern Red Bishop,redbis
Zanzibar Red Bishop,zanbis1
Black-winged Bishop,blwbis1
Black Bishop,blabis1
Yellow-crowned Bishop,yecbis
Fire-fronted Bishop,fifbis1
Golden-backed Bishop,gobbis1
Yellow Bishop,yelbis1
White-winged Widowbird,whwwid1
Yellow-mantled Widowbird,yeswid2
Red-cowled Widowbird,recwid2
Red-collared Widowbird,recwid3
Fan-tailed Widowbird,fatwid1
Marsh Widowbird,marwid1
Buff-shouldered Widowbird,buswid1
Long-tailed Widowbird,lotwid1
Jackson's Widowbird,jacwid1
Grosbeak Weaver,growea1
Pictorella Munia,picmun1
Mountain Firetail,moufir1
Diamond Firetail,diafir1
Red-eared Firetail,reefir1
Beautiful Firetail,beafir1
Crimson Finch,crifin1
Red-browed Firetail,rebfir1
Painted Firetail,paifir1
Star Finch,stafin1
Plum-headed Finch,plhfin1
Double-barred Finch,dobfin1
Zebra Finch,zebfin2
Masked Finch,masfin1
Long-tailed Finch,lotfin1
Black-throated Finch,bltfin1
Gray-headed Silverbill,gyhsil1
Bronze Mannikin,broman1
Magpie Mannikin,magman1
Black-and-white Mannikin,bawman1
Madagascar Munia,madmun1
African Silverbill,afrsil1
